"GEO_ID","id"
"S0502_C01_051E","Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree"
"S0502_C01_051M","Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree"
"S0502_C01_052E","Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree"
"S0502_C01_052M","Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree"
"S0502_C01_053E","Total!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over"
"S0502_C01_053M","Total!!Margin of Error!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over"
"S0502_C01_054E","Total!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!English only"
"S0502_C01_054M","Total!!Margin of Error!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!English only"
"S0502_C01_055E","Total!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English"
"S0502_C01_055M","Total!!Margin of Error!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English"
"S0502_C01_056E","Total!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English!!Speak English less than "very well""
"S0502_C01_056M","Total!!Margin of Error!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English!!Speak English less than "very well""
"S0502_C01_057E","Total!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over"
"S0502_C01_057M","Total!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over"
"S0502_C01_058E","Total!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force"
"S0502_C01_058M","Total!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force"
"S0502_C01_059E","Total!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force"
"S0502_C01_059M","Total!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force"
"S0502_C01_060E","Total!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed"
"S0502_C01_060M","Total!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed"
"S0502_C01_061E","Total!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed"
"S0502_C01_061M","Total!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed"
"S0502_C01_062E","Total!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed!!Percent of civilian labor force"
"S0502_C01_062M","Total!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed!!Percent of civilian labor force"
"S0502_C01_063E","Total!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces"
"S0502_C01_063M","Total!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces"
"S0502_C01_064E","Total!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force"
"S0502_C01_064M","Total!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force"
"S0502_C01_065E","Total!!Estimate!!Civilian employed population 16 years and over"
"S0502_C01_065M","Total!!Margin of Error!!Civilian employed population 16 years and over"
"S0502_C01_066E","Total!!Estimate!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Private wage and salary workers"
"S0502_C01_066M","Total!!Margin of Error!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Private wage and salary workers"
"S0502_C01_067E","Total!!Estimate!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Government workers"
"S0502_C01_067M","Total!!Margin of Error!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Government workers"
"S0502_C01_068E","Total!!Estimate!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Self-employed workers in own not incorporated business"
"S0502_C01_068M","Total!!Margin of Error!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Self-employed workers in own not incorporated business"
"S0502_C01_069E","Total!!Estimate!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Unpaid family workers"
"S0502_C01_069M","Total!!Margin of Error!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Unpaid family workers"
"S0502_C01_070E","Total!!Estimate!!OCCUPATION!!Management, business, science, and arts occupations"
"S0502_C01_070M","Total!!Margin of Error!!OCCUPATION!!Management, business, science, and arts occupations"
"S0502_C01_071E","Total!!Estimate!!OCCUPATION!!Service occupations"
"S0502_C01_071M","Total!!Margin of Error!!OCCUPATION!!Service occupations"
"S0502_C01_072E","Total!!Estimate!!OCCUPATION!!Sales and office occupations"
"S0502_C01_072M","Total!!Margin of Error!!OCCUPATION!!Sales and office occupations"
"S0502_C01_073E","Total!!Estimate!!OCCUPATION!!Natural resources, construction, and maintenance occupations"
"S0502_C01_073M","Total!!Margin of Error!!OCCUPATION!!Natural resources, construction, and maintenance occupations"
"S0502_C01_074E","Total!!Estimate!!OCCUPATION!!Production, transportation, and material moving occupations"
"S0502_C01_074M","Total!!Margin of Error!!OCCUPATION!!Production, transportation, and material moving occupations"
"S0502_C01_075E","Total!!Estimate!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining"
"S0502_C01_075M","Total!!Margin of Error!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining"
"S0502_C01_076E","Total!!Estimate!!INDUSTRY!!Construction"
"S0502_C01_076M","Total!!Margin of Error!!INDUSTRY!!Construction"
"S0502_C01_077E","Total!!Estimate!!INDUSTRY!!Manufacturing"
"S0502_C01_077M","Total!!Margin of Error!!INDUSTRY!!Manufacturing"
"S0502_C01_078E","Total!!Estimate!!INDUSTRY!!Wholesale trade"
"S0502_C01_078M","Total!!Margin of Error!!INDUSTRY!!Wholesale trade"
"S0502_C01_079E","Total!!Estimate!!INDUSTRY!!Retail trade"
"S0502_C01_079M","Total!!Margin of Error!!INDUSTRY!!Retail trade"
"S0502_C01_080E","Total!!Estimate!!INDUSTRY!!Transportation and warehousing, and utilities"
"S0502_C01_080M","Total!!Margin of Error!!INDUSTRY!!Transportation and warehousing, and utilities"
"S0502_C01_081E","Total!!Estimate!!INDUSTRY!!Information"
"S0502_C01_081M","Total!!Margin of Error!!INDUSTRY!!Information"
"S0502_C01_082E","Total!!Estimate!!INDUSTRY!!Finance and insurance, and real estate and rental and leasing"
"S0502_C01_082M","Total!!Margin of Error!!INDUSTRY!!Finance and insurance, and real estate and rental and leasing"
"S0502_C01_083E","Total!!Estimate!!INDUSTRY!!Professional, scientific, and management, and administrative and waste management services"
"S0502_C01_083M","Total!!Margin of Error!!INDUSTRY!!Professional, scientific, and management, and administrative and waste management services"
"S0502_C01_084E","Total!!Estimate!!INDUSTRY!!Educational services, and health care and social assistance"
"S0502_C01_084M","Total!!Margin of Error!!INDUSTRY!!Educational services, and health care and social assistance"
"S0502_C01_085E","Total!!Estimate!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services"
"S0502_C01_085M","Total!!Margin of Error!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services"
"S0502_C01_086E","Total!!Estimate!!INDUSTRY!!Other services (except public administration)"
"S0502_C01_086M","Total!!Margin of Error!!INDUSTRY!!Other services (except public administration)"
"S0502_C01_087E","Total!!Estimate!!INDUSTRY!!Public administration"
"S0502_C01_087M","Total!!Margin of Error!!INDUSTRY!!Public administration"
"S0502_C01_088E","Total!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings"
"S0502_C01_088M","Total!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings"
"S0502_C01_089E","Total!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$1 to $9,999 or loss"
"S0502_C01_089M","Total!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$1 to $9,999 or loss"
"S0502_C01_090E","Total!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$10,000 to $14,999"
"S0502_C01_090M","Total!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$10,000 to $14,999"
"S0502_C01_091E","Total!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$15,000 to $24,999"
"S0502_C01_091M","Total!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$15,000 to $24,999"
"S0502_C01_092E","Total!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$25,000 to $34,999"
"S0502_C01_092M","Total!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$25,000 to $34,999"
"S0502_C01_093E","Total!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$35,000 to $49,999"
"S0502_C01_093M","Total!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$35,000 to $49,999"
"S0502_C01_094E","Total!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$50,000 to $74,999"
"S0502_C01_094M","Total!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$50,000 to $74,999"
"S0502_C01_095E","Total!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$75,000 or more"
"S0502_C01_095M","Total!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$75,000 or more"
"S0502_C01_096E","Total!!Estimate!!Median earnings (dollars) for full-time, year-round workers!!Male"
"S0502_C01_096M","Total!!Margin of Error!!Median earnings (dollars) for full-time, year-round workers!!Male"
"S0502_C01_097E","Total!!Estimate!!Median earnings (dollars) for full-time, year-round workers!!Female"
"S0502_C01_097M","Total!!Margin of Error!!Median earnings (dollars) for full-time, year-round workers!!Female"
"S0502_C01_098E","Total!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Households"
"S0502_C01_098M","Total!!Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Households"
"S0502_C01_099E","Total!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Households!!With earnings"
"S0502_C01_099M","Total!!Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Households!!With earnings"
"S0502_C01_100E","Total!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Households!!With earnings!!Mean earnings (dollars)"
"S0502_C01_100M","Total!!Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Households!!With earnings!!Mean earnings (dollars)"
"S0502_C01_101E","Total!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Households!!With Social Security income"
"S0502_C01_101M","Total!!Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Households!!With Social Security income"
"S0502_C01_102E","Total!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Households!!With Social Security income!!Mean Social Security income (dollars)"
"S0502_C01_102M","Total!!Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Households!!With Social Security income!!Mean Social Security income (dollars)"
"S0502_C01_103E","Total!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Households!!With Supplemental Security Income"
"S0502_C01_103M","Total!!Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Households!!With Supplemental Security Income"
"S0502_C01_104E","Total!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Households!!With Supplemental Security Income!!Mean Supplemental Security Income (dollars)"
"S0502_C01_104M","Total!!Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Households!!With Supplemental Security Income!!Mean Supplemental Security Income (dollars)"
"S0502_C01_105E","Total!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Households!!With cash public assistance income"
"S0502_C01_105M","Total!!Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Households!!With cash public assistance income"
"S0502_C01_106E","Total!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Households!!With cash public assistance income!!Mean cash public assistance income (dollars)"
"S0502_C01_106M","Total!!Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Households!!With cash public assistance income!!Mean cash public assistance income (dollars)"
"S0502_C01_107E","Total!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Households!!With retirement income"
"S0502_C01_107M","Total!!Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Households!!With retirement income"
"S0502_C01_108E","Total!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Households!!With retirement income!!Mean retirement income (dollars)"
"S0502_C01_108M","Total!!Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Households!!With retirement income!!Mean retirement income (dollars)"
"S0502_C01_109E","Total!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Households!!With Food Stamp/SNAP benefits"
"S0502_C01_109M","Total!!Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Households!!With Food Stamp/SNAP benefits"
"S0502_C01_110E","Total!!Estimate!!Median Household income (dollars)"
"S0502_C01_110M","Total!!Margin of Error!!Median Household income (dollars)"
"S0502_C01_111E","Total!!Estimate!!Average number of workers per household"
"S0502_C01_111M","Total!!Margin of Error!!Average number of workers per household"
"S0502_C01_112E","Total!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined"
"S0502_C01_112M","Total!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined"
"S0502_C01_113E","Total!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!Below 100 percent of the poverty level"
"S0502_C01_113M","Total!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!Below 100 percent of the poverty level"
"S0502_C01_114E","Total!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!100 to 199 percent of the poverty level"
"S0502_C01_114M","Total!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!100 to 199 percent of the poverty level"
"S0502_C01_115E","Total!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!At or above 200 percent of the poverty level"
"S0502_C01_115M","Total!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!At or above 200 percent of the poverty level"
"S0502_C01_116E","Total!!Estimate!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!All families"
"S0502_C01_116M","Total!!Margin of Error!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!All families"
